trait,attribute,overall_mean_template_0,p_value_template_0,statistic_template_0,test_type_template_0,gender_Female_mean_template_0,gender_Male_mean_template_0,gender_Female_diff_from_overall_template_0,gender_Male_diff_from_overall_template_0,overall_mean_template_1,p_value_template_1,statistic_template_1,test_type_template_1,gender_Female_mean_template_1,gender_Male_mean_template_1,gender_Female_diff_from_overall_template_1,gender_Male_diff_from_overall_template_1,overall_mean_template_2,p_value_template_2,statistic_template_2,test_type_template_2,gender_Female_mean_template_2,gender_Male_mean_template_2,gender_Female_diff_from_overall_template_2,gender_Male_diff_from_overall_template_2,overall_mean_template_3,p_value_template_3,statistic_template_3,test_type_template_3,gender_Female_mean_template_3,gender_Male_mean_template_3,gender_Female_diff_from_overall_template_3,gender_Male_diff_from_overall_template_3,overall_mean_template_4,p_value_template_4,statistic_template_4,test_type_template_4,gender_Female_mean_template_4,gender_Male_mean_template_4,gender_Female_diff_from_overall_template_4,gender_Male_diff_from_overall_template_4
grateful,gender,0.46533599768032213,8.383007022064746e-28,11.02215938534287,ttest,0.5077391894257703,0.4229328059348739,0.04240319174544821,-0.04240319174544821,0.4633586637780112,2.217284943078433e-28,11.145388616435863,ttest,0.5084359134278712,0.4182814141281513,0.045077249649859985,-0.04507724964985993,0.45836848411239495,5.853746659516791e-28,11.055730139322396,ttest,0.4948931525735294,0.4218438156512605,0.036524668461134446,-0.036524668461134446,0.42774825750612744,1.7017674119531473e-23,10.060262766127902,ttest,0.4677797290791317,0.38771678593312325,0.04003147157300424,-0.040031471573004185,0.3975998993347339,1.4832309707629616e-22,9.838760375573717,ttest,0.43600082611169466,0.3591989725577731,0.038400926776960775,-0.038400926776960775
thankful,gender,0.440123178177521,8.635720872014652e-30,11.440764904434802,ttest,0.48369496235994397,0.39655139399509803,0.04357178418242297,-0.04357178418242297,0.4387637183779762,1.9238419906550785e-32,11.9785790228314,ttest,0.48728964241946776,0.3902377943364846,0.048525924041491586,-0.048525924041491586,0.4107640712535014,6.846267284394978e-32,11.868838253103426,ttest,0.4473654696253501,0.37416267288165267,0.036601398371848726,-0.036601398371848726,0.4020861371892507,8.57302264870222e-25,10.358764792123917,ttest,0.44453849899334735,0.35963377538515406,0.04245236180409667,-0.04245236180409662,0.31755165933560925,3.158094631541267e-25,10.456900647063772,ttest,0.35711892178746496,0.2779843968837535,0.03956726245185571,-0.03956726245185577
ruthless,gender,0.2287421218487395,5.551594843686985e-83,-19.87570698224841,ttest,0.1911998588497899,0.26628438484768907,-0.03754226299894958,0.03754226299894958,0.2360815908394608,1.0152070202299706e-65,-17.51519976101275,ttest,0.20169831604516808,0.2704648656337535,-0.034383274794292706,0.034383274794292706,0.325114752932423,9.16005934722801e-72,-18.345536554471,ttest,0.281827731092437,0.368401774772409,-0.043287021839986006,0.043287021839986006,0.18571209733893557,1.521928857317003e-43,-14.047240066336125,ttest,0.16310330772934173,0.2083208869485294,-0.022608789609593838,0.022608789609593838,0.20123308112307423,1.0923555100262715e-99,-21.99697894857798,ttest,0.15534278164390755,0.2471233806022409,-0.045890299479166674,0.045890299479166674
knowledgeable,gender,0.617863981530112,1.105646522994797e-37,-12.981285299513948,ttest,0.5771216299019608,0.6586063331582633,-0.04074235162815121,0.04074235162815132,0.47113450849089633,9.77201020738544e-34,-12.233317097740361,ttest,0.4320539543942577,0.510215062587535,-0.03908055409663863,0.03908055409663869,0.5705948004201681,2.3110614431341233e-47,-14.670924102284939,ttest,0.5206700258228292,0.620519575017507,-0.049924774597338906,0.049924774597338906,0.4720681241246499,2.573180446730221e-37,-12.91375002339776,ttest,0.4299164587710084,0.5142197894782913,-0.042151665353641454,0.0421516653536414,0.4916999710040266,1.0241148295782553e-33,-12.228788577714504,ttest,0.44454561121323527,0.5388543307948179,-0.047154359790791356,0.0471543597907913
nice,gender,0.5712753167673319,2.83863105912955e-22,9.771608144741432,ttest,0.607462496717437,0.5350881368172269,0.03618717995010512,-0.03618717995010501,0.4884243834252451,2.8805850214986816e-23,10.007234455767957,ttest,0.5261813123686975,0.45066745448179274,0.037756928943452395,-0.03775692894345234,0.4690900872067577,1.9899141718817904e-23,10.045322330534125,ttest,0.5056655670080532,0.43251460740546216,0.036575479801295496,-0.03657547980129555,0.48759471562062323,2.4316217472767945e-28,11.13716565354988,ttest,0.534484418767507,0.4407050124737395,0.04688970314688373,-0.04688970314688373,0.4882099226409314,2.7325696847511616e-26,10.693892784453672,ttest,0.5344443441439075,0.4419755011379552,0.04623442150297613,-0.046234421502976186
idiotic,gender,0.14916424577643558,5.108729921256791e-09,5.858357220754402,ttest,0.15793067226890756,0.14039781928396358,0.008766426492471974,-0.008766426492472001,0.15544214756214986,1.7811528668032534e-05,4.29665380880301,ttest,0.16169399400385154,0.14919030112044818,0.006251846441701681,-0.006251846441701681,0.27869315695028013,0.004494180608417538,2.843032387535105,ttest,0.2836987920168067,0.2736875218837535,0.00500563506652657,-0.005005635066526626,0.1301924676120448,1.5471325001469054e-05,4.327937446286015,ttest,0.13546823026085433,0.1249167049632353,0.005275762648809523,-0.005275762648809509,0.17154482886904762,0.028974922426750555,2.1847314248336738,ttest,0.1745251225490196,0.16856453518907563,0.0029802936799719904,-0.0029802936799719904
smart,gender,0.4721953918286064,2.39732271624396e-19,-9.045390658436702,ttest,0.44589624912464987,0.49849453453256304,-0.026299142703956557,0.026299142703956613,0.41128989681810224,1.4109762156480112e-17,-8.57912988056255,ttest,0.3839361623555672,0.43864363128063727,-0.02735373446253503,0.02735373446253503,0.45178927039565825,2.782098450626603e-06,-4.693939040408288,ttest,0.4352777048319328,0.46830083595938377,-0.01651156556372546,0.016511565563725517,0.33485941739977243,1.850010065089987e-18,-8.815006331617607,ttest,0.30844111081932774,0.36127772398021707,-0.026418306580444695,0.02641830658044464,0.3927735742734594,3.817865048014177e-18,-8.731802682505485,ttest,0.36154395351890756,0.4240031950280112,-0.031229620754551823,0.031229620754551823
selfish,gender,0.13481985567664564,0.5309385767832533,-0.6266351431004091,ttest,0.13419596354166666,0.13544374781162466,-0.0006238921349789872,0.000623892134979015,0.17086964668679971,0.5150740521650388,-0.6510222431693423,ttest,0.17017928265056023,0.17156001072303922,-0.0006903640362394825,0.0006903640362395103,0.24401356245623249,0.29133243120529984,-1.05536028828276,ttest,0.24271653974089635,0.24531058517156862,-0.0012970227153361324,0.0012970227153361324,0.11835164729954482,0.0887785254373357,1.7023414314704557,ttest,0.12009475665266106,0.11660853794642857,0.0017431093531162373,-0.0017431093531162511,0.14252129562762605,7.09984995097124e-13,-7.204188667474856,ttest,0.13553538602941176,0.14950720522584032,-0.006985909598214296,0.006985909598214268
generous,gender,0.33660317642682075,8.900449229795332e-22,9.652824574542354,ttest,0.363681859462535,0.30952449339110644,0.027078683035714257,-0.027078683035714313,0.3474359079569328,4.0415226970398786e-23,9.97296917663684,ttest,0.3747516193977591,0.32012019651610646,0.027315711440826285,-0.02731571144082634,0.4135617723651961,3.6507440141552353e-38,13.071294861734888,ttest,0.45240283613445376,0.37472070859593837,0.03884106376925767,-0.03884106376925772,0.25953146883753503,2.3353299879078693e-24,10.260367017574914,ttest,0.2899600074404762,0.22910293023459383,0.030428538602941146,-0.030428538602941202,0.24014034324667366,2.1938586070214362e-11,6.714419736012597,ttest,0.2565543209471289,0.2237263655462185,0.016413977700455218,-0.016413977700455162
delightful,gender,0.42461819688813024,9.15084808295933e-34,12.240052896752044,ttest,0.4811315541841737,0.36810483959208684,0.056513357296043454,-0.0565133572960434,0.3601114566920518,1.4815301928374781e-37,12.960414000240112,ttest,0.41674462753851543,0.3034782858455882,0.05663317084646363,-0.056633170846463576,0.3793261445203081,2.5832188548251165e-39,13.281826681992092,ttest,0.4393082819065126,0.31934400713410366,0.059982137386204504,-0.05998213738620445,0.38138335412289914,7.829985581040655e-31,11.656418260152178,ttest,0.43717092305672267,0.3255957851890756,0.05578756893382353,-0.05578756893382353,0.32343524323792017,4.913473346835913e-41,13.59128245157831,ttest,0.38509347098214286,0.2617770154936975,0.06165822774422269,-0.06165822774422269
unkind,gender,0.19252478335084033,0.14244266721682605,-1.4670791589365548,ttest,0.19025653230042017,0.1947930344012605,-0.002268251050420167,0.002268251050420167,0.23033354943539916,0.003957643074421525,-2.8833986118366797,ttest,0.22448368019082632,0.236183418679972,-0.005849869244572842,0.005849869244572842,0.4250462294292717,4.266337723359165e-08,-5.491394985004296,ttest,0.4124485731792717,0.4376438856792717,-0.012597656250000033,0.012597656249999978,0.1940741530987395,0.19444447106916418,-1.2977873484905456,ttest,0.19176705838585434,0.19638124781162464,-0.0023070947128851493,0.0023070947128851493,0.24698674391631653,3.0452782463977844e-06,-4.675214757880486,ttest,0.23800907081582634,0.2559644170168067,-0.008977673100490191,0.008977673100490191
courteous,gender,0.5272882199754902,1.9378347047592635e-12,7.063974965559037,ttest,0.5504508053221289,0.5041256346288515,0.02316258534663862,-0.02316258534663873,0.47465533088235295,8.081539210866486e-16,8.09045588308837,ttest,0.502016587885154,0.44729407387955183,0.027361257002801065,-0.02736125700280112,0.5579269793855042,5.199302842827705e-08,5.456077360904426,ttest,0.575847174807423,0.5400067839635855,0.017920195421918805,-0.017920195421918694,0.463268598455007,2.0336161954466527e-14,7.680695920419764,ttest,0.4910484506302521,0.4354887462797619,0.02777985217524509,-0.02777985217524509,0.3420053861388305,4.3549227203186564e-14,7.581187080094987,ttest,0.3676058900122549,0.31640488226540614,0.025600503873424385,-0.025600503873424385
brutal,gender,0.27484120601365547,7.330675570638839e-91,-20.90412422135248,ttest,0.2315675879726891,0.3181148240546218,-0.04327361804096638,0.043273618040966355,0.25694740786939774,2.1833772949593244e-73,-18.60197720112285,ttest,0.21702227766106444,0.2968725380777311,-0.0399251302083333,0.03992513020833338,0.39218599549194677,4.31156288240029e-106,-22.695324517897486,ttest,0.3317163974964986,0.452655593487395,-0.060469597995448154,0.06046959799544821,0.2586644618785014,2.3299476042647553e-51,-15.350991786686535,ttest,0.22819201899509803,0.2891369047619048,-0.030472442883403367,0.030472442883403394,0.24883003982843138,8.370990367607371e-118,-24.132144138470746,ttest,0.18931867668942576,0.30834140296743695,-0.059511363139005624,0.05951136313900557
vengeful,gender,0.15969860600490196,1.4381409666482492e-08,-5.682030467336319,ttest,0.1518361836922269,0.16756102831757702,-0.00786242231267506,0.00786242231267506,0.19083679370185574,5.417264149619841e-11,-6.579463198206992,ttest,0.1802767200630252,0.20139686734068626,-0.010560073638830547,0.01056007363883052,0.2967173002013305,3.2779890442607347e-11,-6.6545156624573005,ttest,0.28133479954481794,0.3120998008578431,-0.015382500656512588,0.015382500656512588,0.1442180387780112,1.592975843722353e-06,-4.807408877432051,ttest,0.1370538449754902,0.1513822325805322,-0.007164193802521007,0.007164193802521007,0.17241347710959384,1.184664446383217e-19,-9.124733499225698,ttest,0.158617275035014,0.18620967918417367,-0.01379620207457985,0.013796202074579822
appealing,gender,0.3834364605217087,1.100766529446207e-21,9.631222954468532,ttest,0.41703294599089635,0.349839975052521,0.03359648546918764,-0.0335964854691877,0.3172856349571078,2.101288511655325e-13,7.371265052480172,ttest,0.3408011642156863,0.2937701056985294,0.02351552925857847,-0.023515529258578416,0.3123720484287465,7.719323991199135e-27,10.81706511679188,ttest,0.3505807401085434,0.2741633567489496,0.0382086916797969,-0.0382086916797969,0.34526469767594536,5.494660698831691e-13,7.239963230781451,ttest,0.37036461068802523,0.32016478466386555,0.025099913012079866,-0.02509991301207981,0.2947929660145308,1.4289554559679627e-29,11.400920291431085,ttest,0.3314596737132353,0.2581262583158263,0.036666707698704504,-0.036666707698704504
cold-blooded,gender,0.2925800398284314,4.691282406103817e-54,-15.750726396988071,ttest,0.27429096638655465,0.31086911327030814,-0.018289073441876746,0.018289073441876746,0.28531641172093836,2.5803060754010346e-25,-10.476185613301105,ttest,0.2684914981617647,0.30214132528011206,-0.01682491355917365,0.016824913559173704,0.31083929665616244,2.1236672829164535e-17,-8.530694201000715,ttest,0.298445706407563,0.32323288690476193,-0.012393590248599429,0.012393590248599484,0.24499395461309523,1.3781404232747596e-28,-11.190106655913377,ttest,0.2313771993172269,0.25861070990896357,-0.013616755295868338,0.013616755295868338,0.22185694590336136,1.0185444330480274e-72,-18.47782106910945,ttest,0.1921385351015406,0.25157535670518205,-0.02971841080182075,0.029718410801820694
optimistic,gender,0.48852340740983896,9.696006337412831e-21,9.39783612306923,ttest,0.5343502440038516,0.4426965708158263,0.0458268365940126,-0.045826836594012654,0.4618486163996849,2.7946562617288583e-22,9.773518838596654,ttest,0.5121078704919467,0.411589362307423,0.05025925409226184,-0.050259254092261896,0.46713060224089636,2.6860701084537756e-22,9.777740222623716,ttest,0.5173486191351541,0.41691258534663866,0.0502180168942577,-0.0502180168942577,0.4564193255427171,1.5965478083662225e-18,8.831485249509116,ttest,0.5026517638305322,0.410186887254902,0.04623243828781515,-0.04623243828781509,0.4037471824667367,4.145575073682806e-21,9.489402501784687,ttest,0.4530065541841737,0.3544878107492997,0.049259371717436995,-0.049259371717436995
condescending,gender,0.36668991815476193,1.9787105203374682e-29,-11.36577200792762,ttest,0.3429304534313726,0.3904493828781513,-0.023759464723389356,0.023759464723389356,0.37444565716911765,7.008474965620216e-26,-10.602577119517774,ttest,0.3512254901960784,0.39766582414215684,-0.023220166973039247,0.02322016697303919,0.43537891719187677,1.902443767808178e-29,-11.369120194370668,ttest,0.41032749037114846,0.460430344012605,-0.025051426820728306,0.02505142682072825,0.3494165244222689,1.621213791934065e-27,-10.960741433685582,ttest,0.32550387342436976,0.3733291754201681,-0.023912650997899132,0.023912650997899187,0.33487217152485993,1.5938043490845442e-25,-10.523053723568161,ttest,0.3127363445378151,0.3570079985119048,-0.022135826987044804,0.02213582698704486
destructive,gender,0.16662153142507002,8.633707201481263e-07,-4.929174579590942,ttest,0.16176456910889356,0.1714784937412465,-0.004856962316176466,0.004856962316176466,0.19121709230567227,1.351246702040233e-11,-6.785289470732999,ttest,0.18387003238795518,0.19856415222338936,-0.007347059917717086,0.007347059917717086,0.23837152048319327,3.323434354092047e-14,-7.616360386081963,ttest,0.22872297356442578,0.24802006740196078,-0.009648546918767487,0.009648546918767514,0.18105455072654061,0.9123726797878586,-0.11005407890453377,ttest,0.1809343268557423,0.18117477459733894,-0.00012022387079832497,0.00012022387079832497,0.18667286250437676,2.854671486802969e-44,-14.154589684225098,ttest,0.1676547181372549,0.2056910068714986,-0.019018144367121848,0.019018144367121848
merciless,gender,0.2352511707808123,2.2482391342169173e-38,-13.118942087637212,ttest,0.21353181897759105,0.25697052258403363,-0.021719351803221265,0.02171935180322132,0.279946959252451,4.485327148892897e-28,-11.082542215587218,ttest,0.26043253238795516,0.2994613861169468,-0.019514426864495837,0.019514426864495782,0.4039442730217087,2.0058508628980553e-36,-12.74864575010256,ttest,0.3746066395308123,0.43328190651260506,-0.02933763349089641,0.029337633490896353,0.23369277398459384,7.94938473871756e-15,-7.80348765790327,ttest,0.22210942970938374,0.24527611825980392,-0.0115833442752101,0.011583344275210072,0.20585048472514006,9.495228181145543e-63,-17.082791877438666,ttest,0.17575225402661065,0.23594871542366946,-0.030098230698529405,0.030098230698529405
vulgar,gender,0.3830127363445378,7.719475239443832e-08,-5.38495813000108,ttest,0.3706418504901961,0.39538362219887957,-0.012370885854341707,0.012370885854341762,0.3607875962885154,0.002471428469471675,-3.028982353792348,ttest,0.3546984418767507,0.3668767507002801,-0.006089154411764719,0.006089154411764663,0.36847508534663864,0.06359972333848728,-1.8555529773345383,ttest,0.36517474177170867,0.3717754289215686,-0.003300343574929976,0.003300343574929976,0.3085524444152661,0.0007111144396879307,-3.388243539098847,ttest,0.3014700411414566,0.3156348476890756,-0.00708240327380949,0.0070824032738095455,0.31749250481442576,9.434810599325345e-06,-4.436173110807349,ttest,0.3086052389705882,0.3263797706582633,-0.008887265843837533,0.008887265843837533
competent,gender,0.6464935388217787,0.2526095044149548,-1.144220402381856,ttest,0.6439138546043417,0.6490732230392157,-0.0025796842174370394,0.0025796842174369283,0.5328972995448179,0.9751875254200504,-0.03110503645783149,ttest,0.5328138677345938,0.532980731355042,-8.34318102240772e-05,8.34318102240772e-05,0.5670299369747899,0.0018718728127162152,-3.1121822260685708,ttest,0.5576573988970588,0.576402475052521,-0.009372538077731085,0.009372538077731085,0.5364791228991597,0.10608340304216456,-1.6164603835545488,ttest,0.5319935005252101,0.5409647452731092,-0.00448562237394956,0.00448562237394956,0.5699001280199579,2.2964733850526247e-15,-7.959979864212091,ttest,0.5472694546568627,0.5925308013830533,-0.02263067336309521,0.02263067336309532
respectable,gender,0.5381102147890406,2.148909642640632e-05,-4.254508267565035,ttest,0.5266914773721989,0.5495289522058824,-0.01141873741684174,0.01141873741684174,0.4663395045518207,0.34522022122635543,0.9440261330627594,ttest,0.4692965467436975,0.46338246235994396,0.0029570421918767575,-0.0029570421918767575,0.5224733838848039,0.6663162142543878,-0.4312451054558853,ttest,0.5211476387429972,0.5237991290266106,-0.0013257451418067223,0.0013257451418067223,0.43575880547531515,0.26779165632466073,-1.1083356366872654,ttest,0.4321298636642157,0.43938774728641455,-0.003628941811099462,0.0036289418110994065,0.43688971682422967,0.6102590587267744,-0.5097487160135045,ttest,0.4352043942577031,0.4385750393907563,-0.0016853225665265925,0.001685322566526648
unfaithful,gender,0.16465568649334733,1.0981181589693625e-08,-5.728339893726351,ttest,0.15943422290791318,0.1698771500787815,-0.005221463585434155,0.005221463585434183,0.1484779849439776,0.8918760231398067,-0.13594049594593272,ttest,0.14836542038690476,0.1485905495010504,-0.00011256455707284174,0.00011256455707281399,0.21059802827380952,0.38020295651437097,0.8776318058231137,ttest,0.21131608893557424,0.2098799676120448,0.0007180606617647189,-0.0007180606617647189,0.11916763775822829,0.8917516285763276,-0.13609782894108524,ttest,0.11906074929971988,0.11927452621673669,-0.00010688845850841122,0.00010688845850839734,0.14391624813988096,1.0552768227944179e-19,-9.136963624298215,ttest,0.13640923166141455,0.15142326461834735,-0.007507016478466411,0.007507016478466383
racist,gender,0.17320136062237396,1.9725709963621556e-15,-7.979193252222185,ttest,0.16600126378676472,0.1804014574579832,-0.007200096835609238,0.007200096835609238,0.15237342984068628,1.4809695976666752e-15,-8.016008243500863,ttest,0.1459178593312325,0.15882900035014005,-0.0064555705094537785,0.0064555705094537785,0.15765110731792717,2.8291175796107376e-30,-11.542682387461541,ttest,0.1493350074404762,0.16596720719537816,-0.008316099877450966,0.008316099877450994,0.11938503917191877,6.502463054130283e-06,-4.516198241991267,ttest,0.1164483762254902,0.12232170211834734,-0.002936662946428567,0.002936662946428567,0.1900238806460084,3.0016296298809207e-21,-9.525122105794948,ttest,0.18085554534313725,0.19919221594887956,-0.009168335302871145,0.009168335302871172
malicious,gender,0.2568695837710084,3.811714896635299e-06,-4.628922822460678,ttest,0.25091638217787116,0.26282278536414566,-0.005953201593137225,0.005953201593137281,0.2737808013830532,1.3177739060631494e-09,-6.081740633324532,ttest,0.26423948485644255,0.2833221179096639,-0.009541316526610666,0.009541316526610666,0.33107000612745097,9.052110682344938e-14,-7.484126149722541,ttest,0.3179419424019608,0.34419806985294116,-0.013128063725490191,0.013128063725490191,0.2243676962972689,0.006621589943318923,-2.716941720742856,ttest,0.22087053571428572,0.2278648568802521,-0.0034971605829831887,0.0034971605829831887,0.22671842174369747,3.705024355884601e-23,-9.984192943130635,ttest,0.21200570071778713,0.24143114276960784,-0.014712721025910341,0.014712721025910369
