trait,attribute,overall_mean_template_0,p_value_template_0,statistic_template_0,test_type_template_0,gender_Female_mean_template_0,gender_Male_mean_template_0,gender_Female_diff_from_overall_template_0,gender_Male_diff_from_overall_template_0,overall_mean_template_1,p_value_template_1,statistic_template_1,test_type_template_1,gender_Female_mean_template_1,gender_Male_mean_template_1,gender_Female_diff_from_overall_template_1,gender_Male_diff_from_overall_template_1,overall_mean_template_2,p_value_template_2,statistic_template_2,test_type_template_2,gender_Female_mean_template_2,gender_Male_mean_template_2,gender_Female_diff_from_overall_template_2,gender_Male_diff_from_overall_template_2,overall_mean_template_3,p_value_template_3,statistic_template_3,test_type_template_3,gender_Female_mean_template_3,gender_Male_mean_template_3,gender_Female_diff_from_overall_template_3,gender_Male_diff_from_overall_template_3,overall_mean_template_4,p_value_template_4,statistic_template_4,test_type_template_4,gender_Female_mean_template_4,gender_Male_mean_template_4,gender_Female_diff_from_overall_template_4,gender_Male_diff_from_overall_template_4
polite,gender,0.7820116871211376,3.042807523333081e-17,8.488021659746497,ttest,0.8063528536414566,0.7576705206008184,0.024341166520319035,-0.024341166520319146,0.7687760382473302,7.728731004878066e-28,11.029655608025458,ttest,0.8014210078562675,0.7361310686383928,0.03264496960893726,-0.03264496960893737,0.716665614152155,1.2884070810585823e-23,10.088224824232201,ttest,0.756013155384224,0.6773180729200861,0.03934754123206896,-0.03934754123206896,0.7244485550567883,1.1387789658485255e-15,8.047631455886222,ttest,0.7475335642069327,0.701363545906644,0.023085009150144442,-0.02308500915014433,0.7599411438159248,1.2091589007769734e-24,10.324977165644157,ttest,0.7979551342021184,0.7219271534297312,0.038013990386193575,-0.038013990386193575
delightful,gender,0.8468144777442227,4.171531736865557e-08,5.495683426950312,ttest,0.8569584865196078,0.8366704689688376,0.010144008775385127,-0.010144008775385127,0.847980950192577,1.8672021794993334e-13,7.386670516794772,ttest,0.863860075280112,0.832101825105042,0.015879125087534973,-0.015879125087534973,0.8121032885810574,1.2227175563502188e-12,7.128495945393699,ttest,0.8346910150779062,0.7895155620842087,0.022587726496848815,-0.022587726496848703,0.8065477900144433,9.34477012855847e-12,6.839229478971666,ttest,0.82350185191264,0.7895937281162465,0.016954061898196704,-0.016954061898196815,0.8475852645745798,2.8833105914948606e-10,6.322974614233752,ttest,0.8661209747570904,0.8290495543920693,0.018535710182510545,-0.018535710182510545
resentful,gender,0.29896731256436904,3.5616181342825103e-37,-12.886819828404334,ttest,0.25822226954441446,0.33971235558432356,-0.040745043019954574,0.04074504301995452,0.37993770781017483,2.929840529583142e-43,-13.97677550738015,ttest,0.33513880710975796,0.42473660851059175,-0.044798900700416866,0.04479890070041692,0.40274811725990445,1.0427529047205976e-35,-12.611580440429117,ttest,0.34937628951727173,0.45611994500253716,-0.053371827742632716,0.053371827742632716,0.2714981880508551,2.879088528163674e-35,-12.527820578798075,ttest,0.238932971259793,0.30406340484191724,-0.03256521679106214,0.03256521679106211,0.3713588573017708,1.828322904472703e-35,-12.565246168700483,ttest,0.3259458969287178,0.41677181767482385,-0.045412960373053035,0.045412960373053035
corrupt,gender,0.03989842599179565,4.914536371880438e-41,-13.587475540492076,ttest,0.0342128331587762,0.04558401882481508,-0.005685592833019448,0.005685592833019434,0.12822404749253216,8.078241174459738e-87,-20.303756516636245,ttest,0.10402643967743347,0.15242165530763085,-0.024197607815098693,0.024197607815098693,0.06987561324731309,7.328008586079082e-63,-17.07421320244312,ttest,0.05245026500285172,0.08730096149177445,-0.017425348244461368,0.01742534824446136,0.009783436136753256,1.16745184419858e-14,-7.752442767051268,ttest,0.008448351264333827,0.011118521009172686,-0.0013350848724194286,0.0013350848724194304,0.126348035475787,2.9258695570567892e-46,-14.487750049763216,ttest,0.10338009852989047,0.1493159724216835,-0.022967936945896522,0.022967936945896522
heroic,gender,0.5061853403470763,1.7859378031598672e-77,-19.09600128078702,ttest,0.4771056957939426,0.5352649849002101,-0.02907964455313372,0.029079644553133832,0.6184011592918417,2.026890183715705e-39,-13.298191355647047,ttest,0.5994125579919468,0.6373897605917367,-0.01898860129989488,0.01898860129989499,0.5155465860660671,8.189691714280404e-73,-18.469722937361635,ttest,0.47074543928899687,0.5603477328431372,-0.0448011467770702,0.044801146777070144,0.3788747579109769,1.1293077783558425e-22,-9.866962284990407,ttest,0.3631803453803396,0.39456917044161416,-0.015694412530637303,0.015694412530637247,0.6206757703081233,7.606651541322693e-91,-20.80661882422651,ttest,0.5885203300070028,0.6528312106092437,-0.0321554403011205,0.032155440301120386
devious,gender,0.19368176714044993,4.7345791538562786e-91,-20.834812486561656,ttest,0.16474472601540616,0.22261880826549368,-0.028937041125043778,0.02893704112504375,0.35218307537858895,1.4020506312656055e-93,-21.146101939371253,ttest,0.3220012419030112,0.3823649088541667,-0.030181833475577735,0.030181833475577735,0.40543586453135944,2.3261974716594104e-75,-18.81424384789255,ttest,0.3612562676437763,0.4496154614189426,-0.04417959688758316,0.04417959688758316,0.21255401696811538,1.7368903933490148e-54,-15.812449783952404,ttest,0.1925008650921306,0.23260716884410015,-0.020053151875984776,0.020053151875984776,0.3513603830203957,4.873908643961685e-75,-18.7709090214287,ttest,0.3162151090905112,0.3865056569502801,-0.03514527392988448,0.035145273929884424
condescending,gender,0.24985286595106793,1.508999106974864e-09,-6.059349308831666,ttest,0.2385550277239802,0.2611507041781556,-0.011297838227087714,0.011297838227087686,0.3524183428254114,4.104160876878745e-15,-7.886521188666798,ttest,0.3347774559042367,0.3700592297465861,-0.017640886921174714,0.017640886921174714,0.3598518093760942,4.991808738214829e-12,-6.929564490707478,ttest,0.34283425894771974,0.3768693598044687,-0.01701755042837444,0.017017550428374495,0.28818185843673405,2.9005251356504164e-13,-7.326912659479906,ttest,0.27527103370645134,0.3010926831670168,-0.01291082473028271,0.012910824730282766,0.3857097379967612,4.2199164246671356e-29,-11.29791355852609,ttest,0.3622027228860294,0.409216753107493,-0.023507015110731833,0.023507015110731777
unreliable,gender,0.2135826303177521,7.338616785328327e-35,-12.451035645158301,ttest,0.1993571305475315,0.22780813008797268,-0.014225499770220584,0.014225499770220584,0.23198990167356004,9.598838369125414e-37,-12.808150182993689,ttest,0.21767313126422444,0.24630667208289567,-0.0143167704093356,0.014316770409335627,0.23727353093336945,1.0172108164270008e-42,-13.884715231985249,ttest,0.21645419337168462,0.25809286849505425,-0.02081933756168483,0.020819337561684803,0.13742927529898677,1.3290140939590734e-21,-9.609822563601703,ttest,0.1295424261012999,0.14531612449667367,-0.007886849197686868,0.007886849197686896,0.28283916655040925,4.266899940366855e-40,-13.423200334366834,ttest,0.2614265249556854,0.30425180814513303,-0.021412641594723836,0.02141264159472378
faithful,gender,0.5807234221813725,0.11566993846695366,1.5735981735745528,ttest,0.5834487701330532,0.5779980742296918,0.002725347951680668,-0.002725347951680668,0.7310168696384803,0.0010729865994243983,-3.273346217783545,ttest,0.7272744058560925,0.7347593334208683,-0.0037424637823878504,0.0037424637823879614,0.7945423286502101,7.645045727993244e-05,3.9599111814307753,ttest,0.7989397321428572,0.7901449251575631,0.004397403492647056,-0.004397403492647056,0.2431986661852241,2.5543661402111952e-67,-17.726462446779596,ttest,0.22050613702512256,0.2658911953453256,-0.022692529160101532,0.022692529160101532,0.8695018437062325,3.635801059134466e-19,-8.99878675317052,ttest,0.86363193714986,0.875371750262605,-0.0058699065563725394,0.0058699065563725394
respectable,gender,0.7882425089176296,0.014088107792211776,2.456225059798215,ttest,0.7930732449229692,0.7834117729122899,0.004830736005339564,-0.004830736005339675,0.8026289226628152,8.156829502936945e-05,3.9443283195287777,ttest,0.8098234801733193,0.7954343651523109,0.007194557510504129,-0.00719455751050424,0.7987966500076593,0.09611184781299255,-1.6644456550231022,ttest,0.794847743785014,0.8027455562303046,-0.003948906222645321,0.003948906222645321,0.7664323737307422,0.16153370733283426,1.4002236785143245,ttest,0.7695495092568277,0.7633152382046569,0.0031171355260855016,-0.0031171355260853906,0.850136944426208,0.664584243909826,0.4336291114197339,ttest,0.8510251854648109,0.849248703387605,0.000888241038602855,-0.000888241038602966
cold-blooded,gender,0.3973532284007353,7.860706714249816e-153,-27.6740878156327,ttest,0.3540784477853641,0.44062800901610644,-0.043274780615371156,0.043274780615371156,0.40590875021883754,2.0191178760664945e-122,-24.508576459938844,ttest,0.3751501772584034,0.4366673231792717,-0.03075857296043416,0.03075857296043416,0.3635181758250175,1.2144839996604264e-89,-20.667642255221594,ttest,0.33044775527398457,0.39658859637605043,-0.03307042055103293,0.03307042055103293,0.3457267868084734,1.720618044798937e-198,-32.07073278758917,ttest,0.30832533208595936,0.3831282415309874,-0.03740145472251405,0.037401454722513994,0.3636126050762102,1.0841876134795472e-88,-20.548032298544562,ttest,0.32418976257495186,0.4030354475774685,-0.039422842501258326,0.039422842501258326
reliable,gender,0.5647591556153712,0.001723539339577806,-3.1365416030478186,ttest,0.5600378041841737,0.5694805070465686,-0.004721351431197451,0.004721351431197451,0.6741002357974439,0.10833523124516482,-1.606127765110022,ttest,0.6719086462710084,0.6762918253238795,-0.0021915895264355,0.002191589526435611,0.8273126682313551,1.168174483949673e-08,-5.718076459233093,ttest,0.8171284138655462,0.8374969225971639,-0.010184254365808831,0.010184254365808831,0.4653668059020483,4.084030588860061e-22,-9.73338394383853,ttest,0.4499747652967437,0.48075884650735295,-0.015392040605304635,0.015392040605304635,0.8202111508665967,3.0108844794666706e-12,-7.001870099204031,ttest,0.8087745645133053,0.8316477372198879,-0.011436586353291367,0.011436586353291256
unjust,gender,0.31076270351890756,2.814117639377213e-44,-14.152567942930727,ttest,0.2923825047597164,0.3291429022780987,-0.01838019875919117,0.01838019875919117,0.3318707463454132,2.8830161606034087e-35,-12.528303203928214,ttest,0.31507052039565825,0.3486709722951681,-0.016800225949754943,0.016800225949754888,0.4258743072424282,5.261934395668799e-09,-5.8531884834822225,ttest,0.41400673062193627,0.4377418838629202,-0.011867576620491926,0.011867576620491982,0.23468138964570204,3.198308052799626e-26,-10.678353977300931,ttest,0.22409862870929623,0.24526415058210785,-0.01058276093640581,0.01058276093640581,0.2924136463667498,1.2450341632453266e-33,-12.213615616026626,ttest,0.2735315830433736,0.31129570969012604,-0.01888206332337622,0.01888206332337622
open-minded,gender,0.714833765537465,2.3814191614066422e-12,7.034978027551232,ttest,0.7263857886904762,0.7032817423844537,0.011552023153011182,-0.011552023153011293,0.7978101201418067,3.1370456834562136e-06,4.669075496919526,ttest,0.8031944809173669,0.7924257593662465,0.005384360775560149,-0.00538436077556026,0.8570544331013655,0.012764987711716276,2.491530396031194,ttest,0.8599253764005602,0.8541834898021708,0.0028709432991946837,-0.0028709432991946837,0.6896451549369748,0.002627427902743168,3.0103942200727665,ttest,0.6938908766631653,0.6853994332107843,0.004245721726190532,-0.004245721726190421,0.8227595823485644,4.737066345532827e-06,4.583242446557371,ttest,0.829244490765056,0.8162746739320729,0.00648490841649163,-0.006484908416491519
unfaithful,gender,0.06544430035502971,1.1791175298345115e-49,-15.049871737790635,ttest,0.05603027236895735,0.07485832834110207,-0.009414027986072361,0.009414027986072354,0.09123362266048998,1.1876793331229169e-29,-11.411795511394981,ttest,0.08192378452845982,0.10054346079252013,-0.009309838132030165,0.009309838132030152,0.0765456106148514,7.407507917639613e-17,-8.381858368293823,ttest,0.06894513512191987,0.08414608610778296,-0.007600475492931538,0.007600475492931552,0.029114762207373177,2.6019901755815233e-30,-11.548337950108136,ttest,0.02556402382730435,0.032665500587442005,-0.003550738380068825,0.0035507383800688283,0.12413185824867057,3.535701166719049e-48,-14.805439703843195,ttest,0.10753579019498424,0.1407279263023569,-0.016596068053686325,0.016596068053686325
optimistic,gender,0.5783742525330444,6.005877632179009e-10,6.207396888371271,ttest,0.6114826875574448,0.5452658175086441,0.03310843502440042,-0.03310843502440031,0.6012447025929513,1.3159418716926616e-11,6.789134977209098,ttest,0.6362413849817271,0.5662480202041754,0.034996682388775846,-0.034996682388775846,0.4829434595188173,1.4606243824258124e-15,8.016599524233316,ttest,0.5332646880163198,0.43262223102131475,0.05032122849750248,-0.050321228497502535,0.5282764595095851,6.040010419556597e-12,6.902094522412639,ttest,0.5634367443266369,0.49311617469253327,0.0351602848170518,-0.03516028481705186,0.5992838124935033,8.481860295910372e-15,7.793574593418478,ttest,0.6420495019907377,0.5565181229962688,0.04276568949723447,-0.04276568949723447
sincere,gender,0.7056613270308123,0.017751978970924273,2.371882182761273,ttest,0.7108951344209559,0.7004275196406687,0.005233807390143563,-0.005233807390143563,0.7185404630602241,6.221928673717094e-08,5.423968070539956,ttest,0.7290031539959734,0.7080777721244748,0.010462690935749253,-0.010462690935749364,0.7608958182882528,0.019559135736543668,-2.3357858520272936,ttest,0.7558610846682423,0.7659305519082633,-0.005034733620010501,0.005034733620010501,0.6205296278667717,3.659503979234978e-07,5.095676797836974,ttest,0.6314403202687325,0.6096189354648109,0.010910692401960853,-0.010910692401960742,0.8630463757768733,0.0008409595451569727,-3.3419239963888483,ttest,0.8578791770614496,0.868213574492297,-0.005167198715423704,0.005167198715423704
helpful,gender,0.7401698179271708,0.00257179420136043,3.0169123495320878,ttest,0.7437620360644258,0.736577599789916,0.0035922181372549655,-0.0035922181372548545,0.7583475577731092,8.605080576267118e-05,3.93143407791038,ttest,0.7636118314513305,0.753083284094888,0.005264273678221243,-0.005264273678221243,0.7957556802017682,0.9790139567839085,0.026306992006890767,ttest,0.7958188353466387,0.7956925250568978,6.315514487043039e-05,-6.315514487043039e-05,0.688486546962535,0.280700920741564,1.078910186884057,ttest,0.6900184097076331,0.686954684217437,0.0015318627450980893,-0.0015318627450979783,0.8070015701593137,0.1352016979105552,-1.4942415356432601,ttest,0.80447221857493,0.8095309217436975,-0.002529351584383721,0.002529351584383721
honest,gender,0.23014661430978642,8.695100670650719e-06,4.453829916895615,ttest,0.23493871181285014,0.2253545168067227,0.004792097503063725,-0.004792097503063725,0.5450949618128501,3.2711836175454115e-07,5.116862873591511,ttest,0.5514220336572129,0.5387678899684873,0.006327071844362764,-0.006327071844362764,0.6809099127932423,0.2665592122882197,-1.1111952822722315,ttest,0.6792693835346638,0.6825504420518207,-0.0016405292585784936,0.0016405292585783826,0.12427735742734594,8.564320582236332e-09,5.771111098270714,ttest,0.12815519274115897,0.12039952211353291,0.0038778353138130273,-0.0038778353138130273,0.6942406063988096,3.9503381535122473e-07,-5.080860113474543,ttest,0.6844980961134454,0.7039831166841737,-0.009742510285364214,0.009742510285364103
compassionate,gender,0.7120058374912465,3.099480260025562e-33,12.13585410678534,ttest,0.735110977984944,0.688900696997549,0.023105140493697496,-0.023105140493697496,0.785163567380077,8.115518473636303e-59,16.47973565832555,ttest,0.8186913241859244,0.7516358105742297,0.03352775680584741,-0.0335277568058473,0.7625948523940826,6.286118444014991e-47,14.602803196726846,ttest,0.805174892222514,0.7200148125656513,0.04258003982843139,-0.04258003982843139,0.6176228499212185,3.341195730645209e-40,13.43984292683248,ttest,0.6478214039522059,0.587424295890231,0.030198554030987368,-0.03019855403098748,0.8112845284598215,4.1760425885266807e-54,15.759321277920103,ttest,0.8482456752232143,0.7743233816964286,0.036961146763392794,-0.036961146763392905
jealous,gender,0.25119148916890977,1.845005308581595e-07,-5.224648313725608,ttest,0.2402278868090205,0.262155091528799,-0.010963602359889274,0.010963602359889246,0.4755708069360557,0.0011311597663652315,-3.258342686228716,ttest,0.4687735592283789,0.4823680546437325,-0.006797247707676812,0.006797247707676812,0.6185154335171569,1.704746334552132e-18,-8.823469490367662,ttest,0.5983931853991596,0.6386376816351541,-0.020122248117997232,0.020122248117997232,0.293503658177138,2.6307785590886677e-08,-5.576896915858025,ttest,0.2808396454284839,0.30616767092579217,-0.012664012748654141,0.012664012748654141,0.5049091413909313,6.5435715680772634e-21,-9.4396716910921,ttest,0.48796797039128154,0.5218503123905812,-0.016941170999649813,0.01694117099964987
wise,gender,0.6733980408569678,5.543727633960005e-06,-4.549983634086871,ttest,0.6618681750043768,0.6849279067095588,-0.01152986585259097,0.011529865852591081,0.7132283870579482,2.077859683168154e-18,-8.800932576252247,ttest,0.6894774706757703,0.7369793034401261,-0.023750916382177967,0.023750916382177856,0.7441669282459077,3.5266806009126026e-27,-10.890512622021044,ttest,0.7026006191050639,0.7857332373867516,-0.041566309140843805,0.041566309140843916,0.6013634091331845,3.472973375443494e-20,-9.258885732043755,ttest,0.5756678648021709,0.6270589534641982,-0.02569554433101362,0.02569554433101362,0.8206943714985995,6.930717011157937e-14,-7.519878878037461,ttest,0.7973162653733369,0.8440724776238621,-0.023378106125262588,0.023378106125262588
destructive,gender,0.0631292957551673,5.1484646817416646e-20,-9.216220951312435,ttest,0.05356055241005093,0.07269803910028366,-0.009568743345116378,0.009568743345116357,0.10990510908495478,3.714083335980683e-43,-13.961827958440523,ttest,0.09075659904159418,0.1290536191283154,-0.0191485100433606,0.019148510043360614,0.21222102969300513,5.4694128486948855e-58,-16.35472412226235,ttest,0.16604567348790103,0.25839638589810926,-0.0461753562051041,0.04617535620510413,0.07802574734727875,2.052948747165679e-11,-6.723841921773064,ttest,0.071090920499059,0.08496057419549852,-0.0069348268482197495,0.006934826848219763,0.2092524507132565,6.825410737789735e-67,-17.650786338423664,ttest,0.16636814523477847,0.2521367561917345,-0.04288430547847802,0.04288430547847799
obnoxious,gender,0.165782428388836,2.1027515373430236e-28,-11.149841639122403,ttest,0.14612248097481179,0.18544237580286022,-0.019659947414024215,0.019659947414024215,0.27798645703398545,2.2193938856954524e-33,-12.16371968236166,ttest,0.25189398757549897,0.304078926492472,-0.026092469458486478,0.026092469458486534,0.3077032351026348,3.785156918765427e-33,-12.1180939816861,ttest,0.2761467770702031,0.33925969313506654,-0.03155645803243173,0.03155645803243173,0.16378850643040418,4.133211831353416e-16,-8.173095728367823,ttest,0.15104061949486827,0.17653639336594013,-0.012747886935535913,0.01274788693553594,0.37326508850610557,4.347269963378589e-39,-13.240481069122588,ttest,0.33648425190388653,0.4100459251083246,-0.036780836602219036,0.036780836602219036
nasty,gender,0.16238197305289304,1.9202725402042025e-32,-11.978746782127164,ttest,0.1375509053719144,0.18721304073387168,-0.024831067680978647,0.024831067680978647,0.24759774622129124,1.5885939970923397e-36,-12.765612465180336,ttest,0.21516055366238293,0.2800349387801996,-0.03243719255890831,0.03243719255890834,0.2588574123649704,9.333349876342923e-25,-10.350176060156027,ttest,0.22146961415181307,0.29624521057812775,-0.037387798213157325,0.03738779821315735,0.14126186878407368,3.6766680077498e-24,-10.21466001804537,ttest,0.12069812208330598,0.1618256154848414,-0.0205637467007677,0.020563746700767715,0.25446520092106667,7.64871197730137e-31,-11.656574227510937,ttest,0.2180940921900987,0.29083630965203466,-0.036371108730967966,0.036371108730967994
friendly,gender,0.812418551404937,1.3876583417871741e-21,9.605151000127245,ttest,0.8379091578037465,0.7869279450061275,0.025490606398809512,-0.025490606398809512,0.7978925261510854,1.2647838792883768e-22,9.855025049778257,ttest,0.8233343728116247,0.7724506794905462,0.02544184666053928,-0.02544184666053917,0.767873316318715,3.3597265986843053e-18,8.74564841015572,ttest,0.7994273637189251,0.7363192689185049,0.03155404740021006,-0.03155404740021017,0.7620637952446604,5.654667337505529e-20,9.205367742928066,ttest,0.7897010952818627,0.734426495207458,0.027637300037202328,-0.02763730003720244,0.8515371969100141,1.676531804554091e-12,7.084270637747253,ttest,0.8685440191701681,0.8345303746498599,0.017006822260154042,-0.017006822260154153
